"Date","Symbol","Marketcapname","Sector"
"30-04-2026","GLOBUSSPR","Smallcap","FMCG"
"30-04-2026","INNOVACAP","Midcap","Healthcare"
"30-04-2026","URBANCO","Largecap","I.T"
"04-05-2026","CESC","Midcap","Power & Utilities"
"04-05-2026","BHEL","Largecap","Industrials"
"04-05-2026","KSL","Smallcap","Metals & Mining"
"04-05-2026","SUNFLAG","Midcap","Metals & Mining"
"04-05-2026","NOCIL","Smallcap","Chemicals"
"04-05-2026","UNIVCABLES","Midcap","Industrials"
"04-05-2026","NESCO","Midcap","Realty"
"04-05-2026","VINDHYATEL","Smallcap","Realty"
"04-05-2026","CGCL","Largecap","Financials"
"04-05-2026","ADANIPORTS","Largecap","Transportation"
"04-05-2026","SATIN","Smallcap","Financials"
"04-05-2026","MANORAMA","Midcap","FMCG"
"04-05-2026","SURYODAY","Smallcap","Bank"
"04-05-2026","EPIGRAL","Smallcap","Chemicals"
"04-05-2026","VIJAYA","Midcap","Healthcare"
"04-05-2026","AVALON","Midcap","Consumer Discretionary"
"04-05-2026","INDGN","Midcap","Healthcare"
"05-05-2026","GABRIEL","Largecap","Auto"
"05-05-2026","GOODLUCK","Midcap","Metals & Mining"
"05-05-2026","DSSL","Smallcap","I.T"
"05-05-2026","METROPOLIS","Midcap","Healthcare"
"05-05-2026","SUMICHEM","Largecap","Chemicals"
"05-05-2026","MUTHOOTMF","Smallcap","Financials"
"05-05-2026","AADHARHFC","Midcap","Financials"
"05-05-2026","NORTHARC","Smallcap","Financials"
"06-05-2026","LICHSGFIN","Largecap","Financials"
"06-05-2026","RAYMOND","Midcap","Transportation"
"06-05-2026","WSTCSTPAPR","Smallcap","Building Materials"
"06-05-2026","ELECON","Midcap","Industrials"
"06-05-2026","MARKSANS","Midcap","Healthcare"
"06-05-2026","PANACEABIO","Smallcap","Healthcare"
"06-05-2026","DHANBANK","Smallcap","Bank"
"06-05-2026","STAR","Midcap","Healthcare"
"06-05-2026","MOTILALOFS","Largecap","Financials"
"06-05-2026","ONMOBILE","Smallcap","Telecom-Service"
"06-05-2026","KPEL","Smallcap","Realty"
"06-05-2026","CROMPTON","Midcap","Consumer Discretionary"
"06-05-2026","KPIGREEN","Midcap","Power & Utilities"
"06-05-2026","INDIASHLTR","Midcap","Financials"
"06-05-2026","RAYMONDREL","Smallcap","Realty"
"07-05-2026","GODREJIND","Largecap","Chemicals"
"07-05-2026","ONIDA","Smallcap","Consumer Discretionary"
"07-05-2026","COSMOFIRST","Smallcap","Industrials"
"07-05-2026","CARBORUNIV","Largecap","Industrials"
"07-05-2026","ASAL","Smallcap","Auto"
"07-05-2026","MOSCHIP","Smallcap","I.T"
"07-05-2026","TVSELECT","Smallcap","I.T"
"07-05-2026","KERNEX","Smallcap","Consumer Discretionary"
"07-05-2026","TANLA","Midcap","I.T"
"07-05-2026","E2E","Midcap","I.T"
"07-05-2026","IIFLCAPS","Midcap","Financials"
"07-05-2026","BORORENEW","Midcap","Building Materials"
"07-05-2026","LXCHEM","Midcap","Chemicals"
"07-05-2026","SYRMA","Largecap","Consumer Discretionary"
"07-05-2026","HARSHA","Smallcap","Industrials"
"07-05-2026","DCXINDIA","Smallcap","Aerospace & Defence"
"07-05-2026","PLATIND","Smallcap","Chemicals"
"07-05-2026","SCILAL","Smallcap","Services"
"07-05-2026","ARIS","Smallcap","Services"
"07-05-2026","MEIL","Smallcap","Industrials"
"08-05-2026","DMCC","Smallcap","Chemicals"
"08-05-2026","JAGSNPHARM","Smallcap","Healthcare"
"08-05-2026","NRBBEARING","Midcap","Industrials"
"08-05-2026","SHREEPUSHK","Smallcap","Chemicals"
"08-05-2026","MIDHANI","Midcap","Aerospace & Defence"
"08-05-2026","NEOGEN","Midcap","Chemicals"
"08-05-2026","RPTECH","Midcap","I.T"
"11-05-2026","TATACONSUM","Largecap","FMCG"
"11-05-2026","GREAVESCOT","Midcap","Industrials"
"11-05-2026","SCI","Midcap","Transportation"
"11-05-2026","IOLCP","Midcap","Healthcare"
"11-05-2026","ADVENZYMES","Smallcap","Healthcare"
"11-05-2026","DBL","Midcap","Realty"
"11-05-2026","SERVOTECH","Smallcap","Industrials"
"13-05-2026","VERANDA","Smallcap","Services"
"14-05-2026","ALKYLAMINE","Midcap","Chemicals"
"14-05-2026","DIACABS","Largecap","Industrials"
"14-05-2026","INDOAMIN","Smallcap","Chemicals"
"14-05-2026","BALAMINES","Midcap","Chemicals"
"14-05-2026","POCL","Smallcap","Metals & Mining"
"14-05-2026","CARERATING","Smallcap","Financials"
"15-05-2026","HCG","Midcap","Healthcare"
"15-05-2026","CROMPTON","Midcap","Consumer Discretionary"
"18-05-2026","BBOX","Midcap","I.T"
"18-05-2026","FCL","Midcap","Chemicals"
"19-05-2026","DSSL","Smallcap","I.T"
"19-05-2026","SPARC","Midcap","Healthcare"
"19-05-2026","TATATECH","Largecap","I.T"
"20-05-2026","RAYMOND","Midcap","Transportation"
"20-05-2026","NOVARTIND","Smallcap","Healthcare"
"20-05-2026","CARYSIL","Smallcap","Consumer Discretionary"
"20-05-2026","ASIANENE","Smallcap","Energy"
"20-05-2026","AVALON","Midcap","Consumer Discretionary"
"21-05-2026","CENTENKA","Smallcap","Textiles"
"21-05-2026","POLYPLEX","Smallcap","Industrials"
"21-05-2026","INDOBORAX","Smallcap","Chemicals"
"21-05-2026","SANGHVIMOV","Smallcap","Miscellaneous"
"21-05-2026","SANDHAR","Smallcap","Auto"
"21-05-2026","SHYAMMETL","Largecap","Metals & Mining"
"22-05-2026","SFL","Midcap","Consumer Discretionary"
"25-05-2026","JAYKAY","Smallcap","Aerospace & Defence"
"25-05-2026","RAIN","Midcap","Miscellaneous"
"25-05-2026","CORDSCABLE","Smallcap","Industrials"
"25-05-2026","LLOYDSENGG","Midcap","Industrials"
"25-05-2026","E2E","Midcap","I.T"
"26-05-2026","GREAVESCOT","Midcap","Industrials"
"26-05-2026","MUNJALAU","Smallcap","Auto"
"26-05-2026","INDOAMIN","Smallcap","Chemicals"
"26-05-2026","HIKAL","Smallcap","Healthcare"
"26-05-2026","AMBIKCO","Smallcap","Textiles"
"26-05-2026","ATGL","Largecap","Energy"
"26-05-2026","MARKOLINES","Smallcap","Realty"
"26-05-2026","RAINBOW","Midcap","Healthcare"
"26-05-2026","REDTAPE","Midcap","Consumer Discretionary"
"26-05-2026","BLUEJET","Midcap","Healthcare"
"26-05-2026","GALAPREC","Smallcap","Industrials"
"27-05-2026","EXIDEIND","Largecap","Auto"
"27-05-2026","IFCI","Largecap","Financials"
"27-05-2026","MANCREDIT","Smallcap","Financials"
"27-05-2026","WOCKPHARMA","Largecap","Healthcare"
"27-05-2026","MOTILALOFS","Largecap","Financials"
"27-05-2026","PSPPROJECT","Smallcap","Realty"
"29-05-2026","ORCHPHARMA","Midcap","Healthcare"
"29-05-2026","GTLINFRA","Smallcap","Telecom"
"29-05-2026","BLUSPRING","Smallcap","Miscellaneous"
"01-06-2026","WELSPUNLIV","Largecap","Textiles"
"01-06-2026","ICIL","Midcap","Textiles"
"01-06-2026","SAREGAMA","Midcap","Media"
"02-06-2026","UNIVCABLES","Midcap","Industrials"
"02-06-2026","COFORGE","Largecap","I.T"
"03-06-2026","SOTL","Smallcap","Energy"
"03-06-2026","SOUTHBANK","Midcap","Bank"
"03-06-2026","PNBGILTS","Smallcap","Financials"
"03-06-2026","NH","Largecap","Healthcare"
"03-06-2026","SPECTRUM","Midcap","Industrials"
"03-06-2026","STALLION","Smallcap","Chemicals"
"04-06-2026","SIYSIL","Smallcap","Textiles"
"04-06-2026","ANANTRAJ","Largecap","Realty"
"04-06-2026","BCG","Smallcap","I.T"
"04-06-2026","V2RETAIL","Midcap","Consumer Discretionary"
"05-06-2026","GREAVESCOT","Midcap","Industrials"
"05-06-2026","RAMCOSYS","Smallcap","I.T"
"05-06-2026","RPEL","Midcap","Building Materials"
"05-06-2026","JASH","Smallcap","Industrials"
"05-06-2026","CHEMCON","Smallcap","Chemicals"
"05-06-2026","TVSSCS","Midcap","Transportation"
"08-06-2026","SFL","Midcap","Consumer Discretionary"
"08-06-2026","OCCLLTD","Smallcap","Chemicals"
"10-06-2026","AEGISLOG","Largecap","Services"
"10-06-2026","ELECTHERM","Smallcap","Metals & Mining"
"10-06-2026","EASEMYTRIP","Smallcap","I.T"
"11-06-2026","VINCOFE","Smallcap","Consumer Discretionary"
"12-06-2026","MANALIPETC","Smallcap","Energy"
"12-06-2026","ORCHPHARMA","Midcap","Healthcare"
"12-06-2026","BETA","Smallcap","Healthcare"
"15-06-2026","JAYBARMARU","Smallcap","Auto"
"15-06-2026","GAIL","Largecap","Energy"
"15-06-2026","VAIBHAVGBL","Smallcap","Consumer Discretionary"
"15-06-2026","YESBANK","Largecap","Bank"
"15-06-2026","MOTILALOFS","Largecap","Financials"
"15-06-2026","MAITHANALL","Smallcap","Metals & Mining"
"15-06-2026","JASH","Smallcap","Industrials"
"15-06-2026","RATEGAIN","Midcap","I.T"
"15-06-2026","CYIENTDLM","Midcap","Aerospace & Defence"
"15-06-2026","GALAPREC","Smallcap","Industrials"
"15-06-2026","QUADFUTURE","Smallcap","Industrials"
"16-06-2026","CHAMBLFERT","Midcap","Chemicals"
"16-06-2026","RELIGARE","Midcap","Financials"
"16-06-2026","VARROC","Midcap","Auto"
"17-06-2026","RICOAUTO","Smallcap","Auto"
"17-06-2026","NBCC","Largecap","Miscellaneous"
"18-06-2026","PANAMAPET","Smallcap","Energy"
"18-06-2026","RELAXO","Midcap","Consumer Discretionary"
"18-06-2026","LANDMARK","Smallcap","Consumer Discretionary"
"18-06-2026","BHARATCOAL","Midcap","Metals & Mining"
"19-06-2026","GREAVESCOT","Midcap","Industrials"
"19-06-2026","GARFIBRES","Midcap","Textiles"
"19-06-2026","SPECTRUM","Midcap","Industrials"
"19-06-2026","PWL","Largecap","Services"
"23-06-2026","TNPETRO","Smallcap","Energy"
"23-06-2026","PACEDIGITK","Smallcap","Telecom"
"24-06-2026","HINDPETRO","Largecap","Energy"
"24-06-2026","CHOLAFIN","Largecap","Financials"
"24-06-2026","RAMCOSYS","Smallcap","I.T"
"24-06-2026","QUADFUTURE","Smallcap","Industrials"
"25-06-2026","RELAXO","Midcap","Consumer Discretionary"
"25-06-2026","ICICIBANK","Largecap","Bank"
"25-06-2026","RAMCOIND","Smallcap","Building Materials"
"29-06-2026","CHOICEIN","Midcap","Financials"
"29-06-2026","PPL","Smallcap","Plastic products"
"30-06-2026","KILITCH","Smallcap","Healthcare"
"30-06-2026","VARROC","Midcap","Auto"
"30-06-2026","SPECTRUM","Midcap","Industrials"
"01-07-2026","JTEKTINDIA","Smallcap","Auto"
"01-07-2026","TRIVENI","Midcap","FMCG"
"01-07-2026","ETERNAL","Largecap","I.T"
"01-07-2026","IXIGO","Midcap","I.T"
"01-07-2026","STYL","Midcap","I.T"
"02-07-2026","PRESTIGE","Largecap","Realty"
"02-07-2026","PDSL","Midcap","Textiles"
"02-07-2026","INDOSTAR","Smallcap","Financials"
"02-07-2026","INDIGOPNTS","Midcap","Building Materials"
"02-07-2026","UTKARSHBNK","Smallcap","Bank"
"03-07-2026","RESPONIND","Smallcap","Plastic products"
"03-07-2026","DLF","Largecap","Realty"
"03-07-2026","LTF","Largecap","Financials"
"03-07-2026","GATEWAY","Smallcap","Transportation"
"03-07-2026","PARADEEP","Midcap","Chemicals"
"03-07-2026","INDOFARM","Smallcap","Industrials"
"06-07-2026","POONAWALLA","Largecap","Financials"
"06-07-2026","UNITDSPR","Largecap","FMCG"
"06-07-2026","AEGISVOPAK","Largecap","Transportation"
"07-07-2026","RELTD","Smallcap","Industrials"
"07-07-2026","TAJGVK","Smallcap","Services"
"07-07-2026","BHARTIARTL","Largecap","Telecom-Service"
"07-07-2026","ARKADE","Smallcap","Realty"
"07-07-2026","PWL","Largecap","Services"
"08-07-2026","UNICHEMLAB","Smallcap","Healthcare"
"08-07-2026","HIKAL","Smallcap","Healthcare"
"08-07-2026","GEMAROMA","Smallcap","Chemicals"
"09-07-2026","CHOICEIN","Midcap","Financials"
"09-07-2026","ASKAUTOLTD","Midcap","Auto"
"09-07-2026","IVALUE","Smallcap","I.T"
"10-07-2026","IONEXCHANG","Midcap","Realty"
"10-07-2026","DLF","Largecap","Realty"
"13-07-2026","SONATSOFTW","Midcap","I.T"
"13-07-2026","TRIVENI","Midcap","FMCG"
"13-07-2026","GNA","Smallcap","Auto"
"13-07-2026","HOMEFIRST","Midcap","Financials"
"13-07-2026","DDEVPLSTIK","Smallcap","Chemicals"
"13-07-2026","CANHLIFE","Midcap","Financials"
"14-07-2026","LANDMARK","Smallcap","Consumer Discretionary"
"14-07-2026","BLUESTONE","Midcap","Consumer Discretionary"
"16-07-2026","HUHTAMAKI","Smallcap","Industrials"
"16-07-2026","BAJAJHCARE","Smallcap","Healthcare"
"16-07-2026","CHALET","Midcap","Services"
"17-07-2026","RELAXO","Midcap","Consumer Discretionary"
"17-07-2026","ICICIBANK","Largecap","Bank"
"20-07-2026","BAJFINANCE","Largecap","Financials"
"20-07-2026","SUMEETINDS","Smallcap","Textiles"
"20-07-2026","COMSYN","Smallcap","Industrials"
"20-07-2026","HOMEFIRST","Midcap","Financials"
"22-07-2026","UFLEX","Smallcap","Industrials"
"22-07-2026","LOTUSDEV","Midcap","Realty"
"23-07-2026","UJJIVANSFB","Midcap","Bank"
"23-07-2026","ROUTE","Smallcap","I.T"
"28-07-2026","MASTEK","Smallcap","I.T"
"29-07-2026","M&MFIN","Largecap","Financials"
"29-07-2026","FSL","Midcap","I.T"
"29-07-2026","PARADEEP","Midcap","Chemicals"
"30-07-2026","PUNJABCHEM","Smallcap","Chemicals"
"31-07-2026","BAJFINANCE","Largecap","Financials"
"31-07-2026","RADHIKAJWE","Smallcap","Consumer Discretionary"
"03-08-2026","DALMIASUG","Smallcap","FMCG"
"03-08-2026","BPCL","Largecap","Energy"
"03-08-2026","SHALPAINTS","Smallcap","Building Materials"
"05-08-2026","LAOPALA","Smallcap","Building Materials"
"06-08-2026","TTKHLTCARE","Smallcap","Miscellaneous"
"07-08-2026","PGEL","Midcap","Consumer Discretionary"
"10-08-2026","BRIGADE","Midcap","Realty"
"10-08-2026","BECTORFOOD","Midcap","FMCG"
"10-08-2026","AARTIPHARM","Midcap","Healthcare"
"12-08-2026","PNB","Largecap","Bank"
"13-08-2026","TMCV","Largecap","Auto"
"14-08-2026","JUBLFOOD","Largecap","Consumer Discretionary"
"14-08-2026","HAPPSTMNDS","Smallcap","I.T"
"14-08-2026","LGEINDIA","Largecap","Consumer Discretionary"
"17-08-2026","UFLEX","Smallcap","Industrials"
"18-08-2026","HEG","Midcap","Industrials"
"18-08-2026","JYOTICNC","Largecap","Industrials"
"18-08-2026","PRABHA","Smallcap","Energy"
"19-08-2026","EXCELINDUS","Smallcap","Chemicals"
"20-08-2026","HERITGFOOD","Smallcap","FMCG"
"20-08-2026","BRIGADE","Midcap","Realty"
"21-08-2026","ALLCARGO","Smallcap","Transportation"
"24-08-2026","EIDPARRY","Midcap","FMCG"
"24-08-2026","VIDHIING","Smallcap","Chemicals"
"24-08-2026","LTFOODS","Midcap","FMCG"
"25-08-2026","ALEMBICLTD","Smallcap","Realty"
"25-08-2026","GODREJAGRO","Midcap","FMCG"
"25-08-2026","AWL","Largecap","FMCG"
"26-08-2026","JSWSTEEL","Largecap","Metals & Mining"
"26-08-2026","MAHASTEEL","Smallcap","Metals & Mining"
"26-08-2026","WEL","Smallcap","Consumer Discretionary"
"26-08-2026","POLICYBZR","Largecap","I.T"
"26-08-2026","SBFC","Midcap","Financials"
"28-08-2026","PRECWIRE","Midcap","Metals & Mining"
"28-08-2026","MANINFRA","Midcap","Realty"
"03-09-2026","LGBBROSLTD","Midcap","Auto"
"03-09-2026","ALEMBICLTD","Smallcap","Realty"
"03-09-2026","SEAMECLTD","Smallcap","Miscellaneous"
"03-09-2026","MOL","Smallcap","Chemicals"
"03-09-2026","MUKKA","Smallcap","FMCG"
"04-09-2026","SHANTIGEAR","Midcap","Industrials"
"04-09-2026","PRABHA","Smallcap","Energy"
"07-09-2026","DOLPHIN","Smallcap","Energy"
"07-09-2026","SOLARA","Smallcap","Healthcare"
"08-09-2026","GENESYS","Smallcap","I.T"
"08-09-2026","GUJTHEM","Midcap","Healthcare"
"09-09-2026","GRAPHITE","Midcap","Industrials"
"09-09-2026","JSL","Largecap","Metals & Mining"
"09-09-2026","VALIANTLAB","Smallcap","Healthcare"
"10-09-2026","HERITGFOOD","Smallcap","FMCG"
"10-09-2026","JUNIPER","Smallcap","Services"
"11-09-2026","SEAMECLTD","Smallcap","Miscellaneous"
"15-09-2026","HATSUN","Largecap","FMCG"
"15-09-2026","EMUDHRA","Midcap","I.T"
"17-09-2026","TEGA","Midcap","Industrials"
"18-09-2026","SPLPETRO","Midcap","Energy"
"21-09-2026","MAXESTATES","Midcap","Realty"
"22-09-2026","KLBRENG-B","Smallcap","Industrials"
"22-09-2026","DOLPHIN","Smallcap","Energy"
"23-09-2026","NOCIL","Smallcap","Chemicals"
"23-09-2026","PENIND","Smallcap","Metals & Mining"
"23-09-2026","AXISCADES","Midcap","Aerospace & Defence"
"23-09-2026","TEXRAIL","Midcap","Industrials"
"24-09-2026","REMSONSIND","Smallcap","Auto"
"24-09-2026","KAVDEFENCE","Smallcap","Aerospace & Defence"
